line_text,category,style,context,stage,target_gender,source_type,quality_score,success_rate,has_emoji,has_question,has_compliment
"Nimeku-save as analysis, because you're breakdown of beauty.",romantic,mixed,response,advanced,female,manual_entry,5.0,1.0,0,0,1
"Sema nikiku-synthesize, uta-combine with me?",playful,sheng,opening,initial,female,manual_entry,5.0,1.0,0,1,0
"Unajua hata kama uta-be synthesis, bado nita-analyze with love.",bold,sheng,response,middle,female,manual_entry,5.0,1.0,0,0,0
"Kama ni kukosta methodology, ningeku-methodically love.",cheesy,kenyan,opening,initial,female,manual_entry,5.0,1.0,0,0,0
"Wewe ni kama approach - unanifanya tackle affection.",smooth,kenyan,compliment,initial,female,manual_entry,5.0,1.0,0,0,1
"Nimeku-save as framework, because you're structure for my love.",romantic,mixed,response,advanced,female,manual_entry,5.0,1.0,0,0,1
"Ukinitaka niku-model, because you're perfect representation.",romantic,mixed,followup,advanced,female,manual_entry,5.0,1.0,0,0,1
"Wewe ni kama Kenyan model - accurate na beautiful.",romantic,kenyan,compliment,initial,female,manual_entry,5.0,1.0,0,0,1
"Nimeku-save as simulation, because you're virtual perfection.",romantic,mixed,response,advanced,female,manual_entry,5.0,1.0,0,0,1
"Unajua hata kama uta-be simulation, bado nita-run with you.",bold,sheng,followup,advanced,female,manual_entry,5.0,1.0,0,0,0
"Kama ni kukosta algorithm, ningeku-algorithm for happiness.",cheesy,kenyan,opening,initial,female,manual_entry,5.0,1.0,0,0,0
"Wewe ni kama computation - unanifanya calculate affection.",smooth,kenyan,compliment,initial,female,manual_entry,5.0,1.0,0,0,1
"Nimeku-save as calculation, because you're math of my heart.",romantic,mixed,response,advanced,female,manual_entry,5.0,1.0,0,0,1
"Sema nikiku-compute, uta-process my love?",playful,sheng,opening,initial,female,manual_entry,5.0,1.0,0,1,0
"Unajua hata kama uta-be processor, bado nita-execute with you.",bold,sheng,response,middle,female,manual_entry,5.0,1.0,0,0,0
"Kama ni kukosta computer, ningeku-compute love endlessly.",cheesy,kenyan,opening,initial,female,manual_entry,5.0,1.0,0,0,0
"Wewe ni kama program - unanifanya run my affection.",smooth,kenyan,compliment,initial,female,manual_entry,5.0,1.0,0,0,1
"Nimeku-save as code, because you're language of my heart.",romantic,mixed,response,advanced,female,manual_entry,5.0,1.0,0,0,1
"Ukinitaka niku-debug, but you're already perfect code.",romantic,mixed,followup,advanced,female,manual_entry,5.0,1.0,0,0,1
"Wewe ni kama Kenyan software - reliable na efficient.",romantic,kenyan,compliment,initial,female,manual_entry,5.0,1.0,0,0,1
"Nimeku-save as application, because you're applied to my life.",romantic,mixed,response,advanced,female,manual_entry,5.0,1.0,0,0,1
"Unajua hata kama uta-be app, bado nita-install you permanently.",bold,sheng,followup,advanced,female,manual_entry,5.0,1.0,0,0,0
"Kama ni kukosta system, ningeku-system of my affection.",cheesy,kenyan,opening,initial,female,manual_entry,5.0,1.0,0,0,0
"Wewe ni kama network - unanifanya connect my heart.",smooth,kenyan,compliment,initial,female,manual_entry,5.0,1.0,0,0,1
"Nimeku-save as connection, because you're link to my happiness.",romantic,mixed,response,advanced,female,manual_entry,5.0,1.0,0,0,1
"Sema nikiku-connect, uta-network with me?",playful,sheng,opening,initial,female,manual_entry,5.0,1.0,0,1,0
"Unajua hata kama uta-be link, bado nita-follow to you.",bold,sheng,response,middle,female,manual_entry,5.0,1.0,0,0,0
"Kama ni kukosta node, ningeku-node in my network of affection.",cheesy,kenyan,opening,initial,female,manual_entry,5.0,1.0,0,0,0
"Wewe ni kama router - unanifanya route my love.",smooth,kenyan,compliment,initial,female,manual_entry,5.0,1.0,0,0,1
"Nimeku-save as switch, because you're switching point for my heart.",romantic,mixed,response,advanced,female,manual_entry,5.0,1.0,0,0,1
"Ukinitaka niku-bridge, because you connect parts of my life.",romantic,mixed,followup,advanced,female,manual_entry,5.0,1.0,0,0,1
"Wewe ni kama Kenyan network - extensive na reliable.",romantic,kenyan,compliment,initial,female,manual_entry,5.0,1.0,0,0,1
"Nimeku-save as topology, because you're structure of my connections.",romantic,mixed,response,advanced,female,manual_entry,5.0,1.0,0,0,1
"Unajua hata kama uta-be protocol, bado nita-communicate with you.",bold,sheng,followup,advanced,female,manual_entry,5.0,1.0,0,0,0
"Kama ni kukosta packet, ningeku-packet of affection.",cheesy,kenyan,opening,initial,female,manual_entry,5.0,1.0,0,0,0
"Wewe ni kama frame - unanifanya frame my happiness.",smooth,kenyan,compliment,initial,female,manual_entry,5.0,1.0,0,0,1
"Nimeku-save as datagram, because you're data of my heart.",romantic,mixed,response,advanced,female,manual_entry,5.0,1.0,0,0,1
"Sema nikiku-transmit, uta-receive my love?",playful,sheng,opening,initial,female,manual_entry,5.0,1.0,0,1,0
"Unajua hata kama uta-be receive, bado nita-transmit to you.",bold,sheng,response,middle,female,manual_entry,5.0,1.0,0,0,0
"Kama ni kukosta bandwidth, ningeku-allocate all to you.",cheesy,kenyan,opening,initial,female,manual_entry,5.0,1.0,0,0,0
"Wewe ni kama latency - unanifanya wait eagerly.",smooth,kenyan,compliment,initial,female,manual_entry,5.0,1.0,0,0,1
"Nimeku-save as throughput, because you handle my affection well.",romantic,mixed,response,advanced,female,manual_entry,5.0,1.0,0,0,1
"Ukinitaka niku-jitter reduce, because you're smooth in my life.",romantic,mixed,followup,advanced,female,manual_entry,5.0,1.0,0,0,1
"Wewe ni kama Kenyan connection - strong na stable.",romantic,kenyan,compliment,initial,female,manual_entry,5.0,1.0,0,0,1
"Nimeku-save as signal, because you're clear in my heart.",romantic,mixed,response,advanced,female,manual_entry,5.0,1.0,0,0,1
"Unajua hata kama uta-be noise, bado nita-filter for you.",bold,sheng,followup,advanced,female,manual_entry,5.0,1.0,0,0,0
"Kama ni kukosta frequency, ningeku-tune to your channel.",cheesy,kenyan,opening,initial,female,manual_entry,5.0,1.0,0,0,0
"Wewe ni kama amplitude - unanifanya amplify my affection.",smooth,kenyan,compliment,initial,female,manual_entry,5.0,1.0,0,0,1
"Nimeku-save as wavelength, because you're wave of my happiness.",romantic,mixed,response,advanced,female,manual_entry,5.0,1.0,0,0,1
"Sema nikiku-modulate, uta-carry my love?",playful,sheng,opening,initial,female,manual_entry,5.0,1.0,0,1,0
"Unajua hata kama uta-be carrier, bado nita-modulate with affection.",bold,sheng,response,middle,female,manual_entry,5.0,1.0,0,0,0
"Kama ni kukosta demodulation, ningeku-extract love signal.",cheesy,kenyan,opening,initial,female,manual_entry,5.0,1.0,0,0,0
"Wewe ni kama modulation - unanifanya encode my affection.",smooth,kenyan,compliment,initial,female,manual_entry,5.0,1.0,0,0,1
"Nimeku-save as encoding, because you're coded in my heart.",romantic,mixed,response,advanced,female,manual_entry,5.0,1.0,0,0,1
"Ukinitaka niku-decoding, because you're worth understanding.",romantic,mixed,followup,advanced,female,manual_entry,5.0,1.0,0,0,1
"Wewe ni kama Kenyan signal - clear na strong.",romantic,kenyan,compliment,initial,female,manual_entry,5.0,1.0,0,0,1
"Nimeku-save as transmission, because you're sent to my heart.",romantic,mixed,response,advanced,female,manual_entry,5.0,1.0,0,0,1
"Unajua hata kama uta-be reception, bado nita-transmit to you.",bold,sheng,followup,advanced,female,manual_entry,5.0,1.0,0,0,0
"Kama ni kukosta antenna, ningeku-receive your signals.",cheesy,kenyan,opening,initial,female,manual_entry,5.0,1.0,0,0,0
"Wewe ni kama transmitter - unanifanya send love.",smooth,kenyan,compliment,initial,female,manual_entry,5.0,1.0,0,0,1
"Nimeku-save as receiver, because you're receiving my affection.",romantic,mixed,response,advanced,female,manual_entry,5.0,1.0,0,0,1
"Sema nikiku-transceiver, uta-both send and receive?",playful,sheng,opening,initial,female,manual_entry,5.0,1.0,0,1,0
"Unajua hata kama uta-be transceiver, bado nita-communicate with you.",bold,sheng,response,middle,female,manual_entry,5.0,1.0,0,0,0
"Kama ni kukosta amplifier, ningeku-amplify my love.",cheesy,kenyan,opening,initial,female,manual_entry,5.0,1.0,0,0,0
"Wewe ni kama filter - unanifanya focus on what matters.",smooth,kenyan,compliment,initial,female,manual_entry,5.0,1.0,0,0,1
"Nimeku-save as mixer, because you blend with my life.",romantic,mixed,response,advanced,female,manual_entry,5.0,1.0,0,0,1
"Ukinitaka niku-oscillator, because you create rhythm in my heart.",romantic,mixed,followup,advanced,female,manual_entry,5.0,1.0,0,0,1
"Wewe ni kama Kenyan circuit - complete na functional.",romantic,kenyan,compliment,initial,female,manual_entry,5.0,1.0,0,0,1
"Nimeku-save as component, because you're part of my system.",romantic,mixed,response,advanced,female,manual_entry,5.0,1.0,0,0,1
"Unajua hata kama uta-be resistor, bado nita-current flow to you.",bold,sheng,followup,advanced,female,manual_entry,5.0,1.0,0,0,0
"Kama ni kukosta capacitor, ningeku-store charge of affection.",cheesy,kenyan,opening,initial,female,manual_entry,5.0,1.0,0,0,0
"Wewe ni kama inductor - unanifanya store magnetic attraction.",smooth,kenyan,compliment,initial,female,manual_entry,5.0,1.0,0,0,1
"Nimeku-save as diode, because you allow flow in one direction: towards you.",romantic,mixed,response,advanced,female,manual_entry,5.0,1.0,0,0,1
"Sema nikiku-transistor, uta-amplify my love?",playful,sheng,opening,initial,female,manual_entry,5.0,1.0,0,1,0
"Unajua hata kama uta-be transistor, bado nita-switch to you.",bold,sheng,response,middle,female,manual_entry,5.0,1.0,0,0,0
"Kama ni kukosta integrated circuit, ningeku-integrate into my heart.",cheesy,kenyan,opening,initial,female,manual_entry,5.0,1.0,0,0,0
"Wewe ni kama PCB - unanifanya board my affections.",smooth,kenyan,compliment,initial,female,manual_entry,5.0,1.0,0,0,1
"Nimeku-save as schematic, because you're diagram of my happiness.",romantic,mixed,response,advanced,female,manual_entry,5.0,1.0,0,0,1
"Ukinitaka niku-layout, because you're arrangement of perfection.",romantic,mixed,followup,advanced,female,manual_entry,5.0,1.0,0,0,1
"Wewe ni kama Kenyan electronics - precise na beautiful.",romantic,kenyan,compliment,initial,female,manual_entry,5.0,1.0,0,0,1
"Nimeku-save as circuit, because you're complete loop of love.",romantic,mixed,response,advanced,female,manual_entry,5.0,1.0,0,0,1
"Unajua hata kama uta-be short circuit, bado nita-path through you.",bold,sheng,followup,advanced,female,manual_entry,5.0,1.0,0,0,0
"Kama ni kukosta open circuit, ningeku-close with my affection.",cheesy,kenyan,opening,initial,female,manual_entry,5.0,1.0,0,0,0
"Wewe ni kama closed circuit - unanifanya complete my heart.",smooth,kenyan,compliment,initial,female,manual_entry,5.0,1.0,0,0,1
"Nimeku-save as parallel circuit, because we're connected side by side.",romantic,mixed,response,advanced,female,manual_entry,5.0,1.0,0,0,1
"Sema nikiku-series circuit, uta-be connected in line?",playful,sheng,opening,initial,female,manual_entry,5.0,1.0,0,1,0
"Unajua hata kama uta-be series, bado nita-parallel with you.",bold,sheng,response,middle,female,manual_entry,5.0,1.0,0,0,0
"Kama ni kukosta voltage, ningeku-measure potential of love.",cheesy,kenyan,opening,initial,female,manual_entry,5.0,1.0,0,0,0
"Wewe ni kama current - unanifanya flow through my heart.",smooth,kenyan,compliment,initial,female,manual_entry,5.0,1.0,0,0,1
"Nimeku-save as resistance, because you're worth overcoming.",romantic,mixed,response,advanced,female,manual_entry,5.0,1.0,0,0,1
"Ukinitaka niku-power, because you're energy of my life.",romantic,mixed,followup,advanced,female,manual_entry,5.0,1.0,0,0,1
"Wewe ni kama Kenyan electricity - essential na powerful.",romantic,kenyan,compliment,initial,female,manual_entry,5.0,1.0,0,0,1
"Nimeku-save as energy, because you power my days.",romantic,mixed,response,advanced,female,manual_entry,5.0,1.0,0,0,1
"Unajua hata kama uta-be power supply, bado nita-draw from you.",bold,sheng,followup,advanced,female,manual_entry,5.0,1.0,0,0,0
"Kama ni kukosta battery, ningeku-charge with affection.",cheesy,kenyan,opening,initial,female,manual_entry,5.0,1.0,0,0,0
"Wewe ni kama generator - unanifanya produce happiness.",smooth,kenyan,compliment,initial,female,manual_entry,5.0,1.0,0,0,1
"Nimeku-save as transformer, because you change my voltage of love.",romantic,mixed,response,advanced,female,manual_entry,5.0,1.0,0,0,1
"Sema nikiku-inverter, uta-convert my affection?",playful,sheng,opening,initial,female,manual_entry,5.0,1.0,0,1,0
"Unajua hata kama uta-be inverter, bado nita-rectify for you.",bold,sheng,response,middle,female,manual_entry,5.0,1.0,0,0,0
"Kama ni kukosta rectifier, ningeku-rectify my affection.",cheesy,kenyan,opening,initial,female,manual_entry,5.0,1.0,0,0,0
"Wewe ni kama regulator - unanifanya stabilize my love.",smooth,kenyan,compliment,initial,female,manual_entry,5.0,1.0,0,0,1
"Nimeku-save as converter, because you convert my mood to happiness.",romantic,mixed,response,advanced,female,manual_entry,5.0,1.0,0,0,1
"Ukinitaka niku-adapter, because you fit perfectly in my life.",romantic,mixed,followup,advanced,female,manual_entry,5.0,1.0,0,0,1
"Wewe ni kama Kenyan power system - reliable na efficient.",romantic,kenyan,compliment,initial,female,manual_entry,5.0,1.0,0,0,1
"Nimeku-save as grid, because you're network of my affection.",romantic,mixed,response,advanced,female,manual_entry,5.0,1.0,0,0,1
"Unajua hata kama uta-be distribution, bado nita-transmit to you.",bold,sheng,followup,advanced,female,manual_entry,5.0,1.0,0,0,0
"Kama ni kukosta transmission, ningeku-transmit my love.",cheesy,kenyan,opening,initial,female,manual_entry,5.0,1.0,0,0,0
"Wewe ni kama substation - unanifanya transform my affection.",smooth,kenyan,compliment,initial,female,manual_entry,5.0,1.0,0,0,1
"Nimeku-save as switchgear, because you control flow to my heart.",romantic,mixed,response,advanced,female,manual_entry,5.0,1.0,0,0,1
"Sema nikiku-circuit breaker, uta-protect my heart?",playful,sheng,opening,initial,female,manual_entry,5.0,1.0,0,1,0
"Unajua hata kama uta-be fuse, bado nita-replace with love.",bold,sheng,response,middle,female,manual_entry,5.0,1.0,0,0,0
"Kama ni kukosta relay, ningeku-switch my attention to you.",cheesy,kenyan,opening,initial,female,manual_entry,5.0,1.0,0,0,0
"Wewe ni kama contactor - unanifanya make connection.",smooth,kenyan,compliment,initial,female,manual_entry,5.0,1.0,0,0,1
"Nimeku-save as sensor, because you sense my affection.",romantic,mixed,response,advanced,female,manual_entry,5.0,1.0,0,0,1
"Ukinitaka niku-actuator, because you act on my heart.",romantic,mixed,followup,advanced,female,manual_entry,5.0,1.0,0,0,1
"Wewe ni kama Kenyan automation - precise na reliable.",romantic,kenyan,compliment,initial,female,manual_entry,5.0,1.0,0,0,1
"Nimeku-save as controller, because you control my happiness.",romantic,mixed,response,advanced,female,manual_entry,5.0,1.0,0,0,1
"Unajua hata kama uta-be PLC, bado nita-program with love.",bold,sheng,followup,advanced,female,manual_entry,5.0,1.0,0,0,0
"Kama ni kukosta HMI, ningeku-interface with my heart.",cheesy,kenyan,opening,initial,female,manual_entry,5.0,1.0,0,0,0
"Wewe ni kama SCADA - unanifanya supervise my affection.",smooth,kenyan,compliment,initial,female,manual_entry,5.0,1.0,0,0,1
"Nimeku-save as DCS, because you're distributed in my thoughts.",romantic,mixed,response,advanced,female,manual_entry,5.0,1.0,0,0,1
"Sema nikiku-PID control, uta-regulate my love?",playful,sheng,opening,initial,female,manual_entry,5.0,1.0,0,1,0
"Unajua hata kama uta-be feedback, bado nita-feed forward to you.",bold,sheng,response,middle,female,manual_entry,5.0,1.0,0,0,0
"Kama ni kukosta setpoint, ningeku-set as target of affection.",cheesy,kenyan,opening,initial,female,manual_entry,5.0,1.0,0,0,0
"Wewe ni kama process variable - unanifanya measure my love.",smooth,kenyan,compliment,initial,female,manual_entry,5.0,1.0,0,0,1
"Nimeku-save as control loop, because you're cycle of my happiness.",romantic,mixed,response,advanced,female,manual_entry,5.0,1.0,0,0,1
"Ukinitaka niku-automate, because you're automatic in my heart.",romantic,mixed,followup,advanced,female,manual_entry,5.0,1.0,0,0,1
"Wewe ni kama Kenyan control system - accurate na responsive.",romantic,kenyan,compliment,initial,female,manual_entry,5.0,1.0,0,0,1
"Nimeku-save as algorithm, because you're procedure for my joy.",romantic,mixed,response,advanced,female,manual_entry,5.0,1.0,0,0,1
"Unajua hata kama uta-be logic, bado nita-reason with love.",bold,sheng,followup,advanced,female,manual_entry,5.0,1.0,0,0,0
"Kama ni kukosta sequence, ningeku-sequence in my thoughts.",cheesy,kenyan,opening,initial,female,manual_entry,5.0,1.0,0,0,0
"Wewe ni kama timer - unanifanya time my affection.",smooth,kenyan,compliment,initial,female,manual_entry,5.0,1.0,0,0,1
"Nimeku-save as counter, because you count in my heart.",romantic,mixed,response,advanced,female,manual_entry,5.0,1.0,0,0,1
